,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
0,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,1444.0,1444.0,0.0,11731.0,8.12,3017.96,35403647.0
1,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,2426.0,2426.0,0.0,58905.0,24.28,70.24,4137605.0
2,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,177.0,177.0,0.0,1908.0,10.78,797.34,1521334.0
3,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,10.0,2.0,8.0,28.0,14.0,600.0,16800.0
4,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,24.0,24.0,0.0,480.0,20.0,65.0,31200.0
5,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,32.0,28.0,4.0,72.0,2.57,500.0,36000.0
6,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,49.0,49.0,0.0,734.0,14.98,554.7,407150.0
7,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,16.0,16.0,0.0,58.0,3.63,1758.62,102000.0
8,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,7.0,7.0,0.0,31.0,4.43,1072.35,33243.0
9,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),115.0,112.0,3.0,4287.0,38.28,263.41,1129260.0
10,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,208.0,208.0,0.0,2127.0,10.23,836.52,1779280.0
11,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,58.0,56.0,2.0,672.0,12.0,900.0,604800.0
12,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,104.0,104.0,0.0,1418.0,13.63,417.93,592625.0
13,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,9.0,0.0,9.0,0.0,0.0,0.0,0.0
14,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.0,4.0,0.0,22.0,5.5,906.82,19950.0
15,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,7.0,0.0,7.0,0.0,0.0,0.0,0.0
16,1991,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,45.0,41.0,4.0,328.0,8.0,851.0,279128.0
17,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,32.0,32.0,0.0,1106.0,34.56,116.53,128885.0
18,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,315.0,306.0,9.0,2210.0,7.22,943.71,2085595.0
19,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,205.0,150.0,55.0,2029.0,13.53,565.8,1148000.0
20,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,28.0,28.0,0.0,420.0,15.0,557.14,234000.0
21,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,139.0,127.0,12.0,2117.0,16.67,391.87,829599.0
22,1991,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,47.0,45.0,2.0,143.0,3.18,1583.22,226400.0
