,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
0,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,648.0,648.0,0.0,6171.0,9.52,9.8,60445.0
1,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5270000,Alpiste,3.0,3.0,0.0,2.0,0.67,11.5,23.0
2,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,1035.0,1035.0,0.0,24290.0,23.47,0.67,16371.0
3,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,194.0,53.0,141.0,212.0,4.0,4.0,848.0
4,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,32.0,32.0,0.0,530.0,16.56,0.54,284.0
5,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,119.0,119.0,0.0,1503.0,12.63,4.0,6012.0
6,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,5.0,5.0,0.0,10.0,2.0,6.4,64.0
7,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),228.0,228.0,0.0,6629.0,29.07,2.31,15326.0
8,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,99.0,99.0,0.0,1701.0,17.18,5.75,9781.0
9,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7100000,Haba grano,7.0,7.0,0.0,11.0,1.57,40.73,448.0
10,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,4.0,4.0,0.0,17.0,4.25,5.12,87.0
11,1981,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,165.0,165.0,0.0,584.0,3.54,4.49,2625.0
