,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
0,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,974.0,974.0,0.0,6768.0,6.95,5500.0,37224000.0
1,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,2146.0,2146.0,0.0,56611.0,26.38,118.7,6719725.7
2,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5510000,Avena grano,50.0,50.0,0.0,98.0,1.96,1300.0,127400.0
3,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,267.0,252.0,15.0,2151.0,8.54,2000.0,4302000.0
4,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,44.0,44.0,0.0,755.0,17.16,1726.1,1303205.5
5,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,12.0,12.0,0.0,56.0,4.67,2017.7,112991.2
6,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,15.0,15.0,0.0,73.0,4.87,1800.0,131400.0
7,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),102.0,102.0,0.0,3833.0,37.58,660.0,2529780.0
8,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,130.0,120.0,10.0,1356.0,11.3,1782.5,2417070.0
9,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,10.0,10.0,0.0,130.0,13.0,1880.0,244400.0
10,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,125.0,125.0,0.0,2219.0,17.75,1000.0,2219000.0
11,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,2.0,2.0,0.0,14.0,7.0,1500.0,21000.0
12,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,45.0,45.0,0.0,81.0,1.8,1300.0,105300.0
13,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,10.0,10.0,0.0,128.0,12.8,800.0,102400.0
14,1997,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1672.0,1672.0,0.0,103790.0,62.08,120.2,12475558.0
15,1997,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,32.0,32.0,0.0,900.0,28.13,135.0,121500.0
