,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
0,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,1040.0,1040.0,0.0,8541.0,8.21,2969.94,25366292.0
1,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5270000,Alpiste,41.0,29.0,12.0,58.0,2.0,1000.0,58000.0
2,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,2652.0,2652.0,0.0,71623.0,27.01,63.78,4567757.0
3,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,110.0,110.0,0.0,1034.0,9.4,716.57,740929.0
4,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,5.0,5.0,0.0,43.0,8.6,400.0,17200.0
5,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,15.0,15.0,0.0,345.0,23.0,60.0,20700.0
6,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,64.0,64.0,0.0,226.0,3.53,401.25,90683.0
7,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,45.0,45.0,0.0,793.0,17.62,273.49,216880.0
8,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,12.0,12.0,0.0,30.0,2.5,1154.67,34640.0
9,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,10.0,10.0,0.0,36.0,3.6,1030.56,37100.0
10,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),97.0,97.0,0.0,3752.0,38.68,148.81,558350.0
11,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6320000,Col de bruselas,65.0,65.0,0.0,975.0,15.0,700.0,682500.0
12,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,90.0,90.0,0.0,1096.0,12.18,630.61,691150.0
13,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6540000,Ebo (janamargo o veza),2.0,2.0,0.0,60.0,30.0,600.0,36000.0
14,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,60.0,60.0,0.0,900.0,15.0,700.0,630000.0
15,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,129.0,129.0,0.0,2004.0,15.53,214.87,430599.0
16,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.0,4.0,0.0,25.0,6.25,750.0,18750.0
17,1990,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,45.0,45.0,0.0,488.0,10.84,578.32,282220.0
18,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5270000,Alpiste,10.0,0.0,10.0,0.0,0.0,0.0,0.0
19,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,52.0,52.0,0.0,1514.0,29.12,115.32,174599.0
20,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,262.0,262.0,0.0,2751.0,10.5,860.18,2366358.0
21,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,154.0,154.0,0.0,2145.0,13.93,476.01,1021048.0
22,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,24.0,24.0,0.0,322.0,13.42,269.88,86900.0
23,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,179.0,178.0,1.0,3415.0,19.19,223.94,764748.0
24,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,37.0,37.0,0.0,217.0,5.86,541.71,117550.0
25,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,1126.0,1094.0,32.0,6026.0,5.51,1011.57,6095700.0
26,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,9.0,9.0,0.0,55.0,6.11,534.09,29375.0
27,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),219.0,219.0,0.0,10170.0,46.44,160.65,1633800.0
28,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6320000,Col de bruselas,60.0,60.0,0.0,900.0,15.0,1000.0,900000.0
29,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,55.0,55.0,0.0,984.0,17.89,830.01,816730.0
30,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,60.0,60.0,0.0,283.0,4.72,1093.29,309400.0
31,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,67.0,67.0,0.0,928.0,13.85,298.27,276799.0
32,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,3589.0,3436.0,153.0,5057.0,1.47,2794.26,14130578.0
33,1990,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,66.0,66.0,0.0,1083.0,16.41,452.08,489599.0
