,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion,Unnamed: 18
527,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,0.5,0.5,0.0,10.0,20.0,4000.0,40000.0,
528,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,33.5,13.5,20.0,88.0,6.52,3557.18,313032.0,
529,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,315.0,310.0,5.0,4329.0,13.96,892.66,3864313.89,
530,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,7170000,Hortalizas,2.0,2.0,0.0,1.5,0.75,1200.0,1800.0,
531,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,386.0,386.0,0.0,17810.0,46.14,266.9,4753500.0,
532,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,1114.96,1106.96,8.0,3878.4,3.5,1417.69,5498363.25,
533,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,60.0,60.0,0.0,1105.0,18.42,1369.92,1513763.64,
534,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,149.0,149.0,0.0,3033.5,20.36,365.35,1108289.44,
535,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,356.0,356.0,0.0,1090.2,3.06,1219.26,1329240.0,
536,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),120.0,98.0,22.0,1964.0,20.04,6031.14,11845165.12,
537,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,6.0,6.0,0.0,39.0,6.5,2268.0,88452.0,
538,2001,6,Colima,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,4.0,4.0,0.0,160.0,40.0,250.0,40000.0,
539,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5080000,Ajonjolí,44.5,42.5,2.0,28.5,0.67,6000.0,171000.0,
540,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5410000,Arroz palay,193.0,193.0,0.0,811.6,4.21,1500.0,1217400.0,
541,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,133.5,129.5,4.0,237.0,1.83,8767.73,2077951.0,
542,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5740000,Calabacita,6.0,4.0,2.0,44.0,11.0,2500.0,110000.0,
543,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,4.5,4.5,0.0,78.0,17.33,946.46,73824.0,
544,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,2.0,2.0,0.0,50.0,25.0,3000.0,150000.0,
545,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,6120000,Chile verde,16.5,16.5,0.0,216.0,13.09,2376.89,513408.0,
546,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,6610000,Elote,46.5,46.5,0.0,622.5,13.39,667.71,415650.0,
547,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,11.0,10.0,1.0,9.7,0.97,6494.77,62999.27,
548,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,115.0,115.0,0.0,72.29,0.63,39502.01,2855600.0,
549,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,2.0,2.0,0.0,40.0,20.0,3000.0,120000.0,
550,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,667.4,667.4,0.0,13140.0,19.69,422.64,5553489.6,
551,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,13484.94,13253.94,231.0,31906.04,2.41,1321.3,42157330.01,
552,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,7980000,Okra (angú o gombo),3.0,3.0,0.0,9.0,3.0,9000.0,81000.0,
553,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8210000,Pepino,43.5,35.5,8.0,496.0,13.97,1614.46,800773.74,
554,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8710000,Sandía,11.0,11.0,0.0,165.0,15.0,2000.0,330000.0,
555,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,2096.8,2081.8,15.0,39919.0,19.18,296.13,11821321.88,
556,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,1569.8,1343.3,226.5,4209.9,3.13,1207.91,5085191.84,
557,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),43.0,43.0,0.0,553.0,12.86,3083.31,1705067.9,
558,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,8980000,Tomate verde,11.0,11.0,0.0,78.5,7.14,2697.76,211774.5,
559,2001,6,Colima,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,8.0,8.0,0.0,20.0,2.5,250.0,5000.0,
560,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5050000,Agave,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
561,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5710000,Café cereza,181.0,181.0,0.0,251.0,1.39,1847.01,463599.51,
562,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,1927.0,1927.0,0.0,159675.82,82.86,286.29,45713590.51,
563,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5822000,Caña de azúcar piloncillo,3.0,3.0,0.0,210.0,70.0,160.0,33600.0,
564,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5823000,Caña de azúcar forrajera,32.0,23.0,0.0,3045.0,132.39,199.01,605985.45,
565,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,5850000,Carambolo,14.0,14.0,0.0,422.0,30.14,12969.19,5472998.18,
566,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,4.5,2.0,0.0,14.0,7.0,2142.86,30000.04,
567,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,6400000,Copra,22668.0,22013.0,0.0,34059.55,1.55,2748.55,93614358.95,
568,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,6810000,Frambuesa,5.0,5.0,0.0,58.2,11.64,12000.0,698400.0,
569,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,231.0,196.0,0.0,1861.0,9.49,3589.84,6680684.64,
570,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,11.0,11.0,0.0,99.0,9.0,4418.18,437399.82,
571,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7360000,Leucaena,9.0,9.0,0.0,158.0,17.56,208.73,32979.34,
572,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,11.0,11.0,0.0,244.0,22.18,1138.52,277798.13,
573,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,31063.83,29239.83,0.0,499262.42,17.07,939.19,468900862.52,
574,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,11.0,0.0,0.0,0.0,0.0,0.0,0.0,
575,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,3.0,2.0,0.0,14.0,7.0,1500.0,21000.0,
576,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7560000,Mango,3314.0,3269.0,0.0,49063.4,15.01,1580.64,77551390.47,
577,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,375.0,370.0,0.0,6090.0,16.46,1464.95,8921570.53,
578,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,6.0,6.0,0.0,197.0,32.83,1031.47,203200.04,
579,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,8130000,Papaya,498.0,454.0,0.0,11881.9,26.17,2311.3,27462683.99,
580,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,8390000,Plátano,5641.0,5508.0,0.0,159663.0,28.99,1346.43,214974654.57,
581,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,1120.0,1080.0,0.0,6067.3,5.62,3492.1,21187635.63,
582,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,8995000,Tangerina,4.0,4.0,0.0,16.0,4.0,2000.0,32000.0,
583,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,9000000,Toronja (pomelo),1.0,0.0,0.0,0.0,0.0,0.0,0.0,
584,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,16.0,13.0,0.0,88.0,6.77,2004.77,176419.76,
585,2001,6,Colima,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,5810.5,5810.5,0.0,181700.43,31.27,208.5,37883987.18,
586,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,5050000,Agave,11.5,4.0,0.0,320.0,80.0,2500.0,800000.0,
587,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,14.0,14.0,0.0,125.0,8.93,4096.0,512000.0,
588,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2225.5,2107.5,0.0,2403.35,1.14,1986.72,4774774.73,
589,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,5820000,Caña de azúcar,7397.35,7397.35,0.0,540762.75,73.1,278.43,150564572.48,
590,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,5823000,Caña de azúcar forrajera,290.0,216.0,0.0,19804.0,91.69,129.33,2561251.32,
591,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,6050000,Chayote,2.0,2.0,0.0,15.0,7.5,1203.33,18049.95,
592,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,172.0,172.0,0.0,903.0,5.25,3392.13,3063091.92,
593,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,6400000,Copra,1422.0,1321.0,0.0,2025.0,1.53,2741.23,5550990.75,
594,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,1.5,0.0,0.0,0.0,0.0,0.0,0.0,
595,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7050000,Guanábana,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,35.0,31.0,0.0,123.3,3.98,3149.39,388319.79,
597,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7360000,Leucaena,18.5,18.5,0.0,214.0,11.57,220.0,47080.0,
598,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7380000,Lima,6.0,6.0,0.0,97.0,16.17,3377.32,327600.04,
599,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,457.5,426.5,0.0,2845.8,6.67,1180.81,3360361.83,
600,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7540000,Mamey,10.0,10.0,0.0,60.0,6.0,4000.0,240000.0,
601,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7560000,Mango,1135.5,1092.5,0.0,17266.55,15.8,1497.54,25857397.45,
602,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,1.0,1.0,0.0,4.0,4.0,1500.0,6000.0,
603,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,7920000,Nopalitos,13.0,4.0,0.0,73.0,18.25,2120.54,154799.42,
604,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,8130000,Papaya,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
605,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,8340000,Pitahaya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
606,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,5.5,5.5,0.0,90.0,16.36,2222.22,199999.8,
607,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,1149.5,1085.5,0.0,5174.56,4.77,3751.44,19412056.52,
608,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,9310000,Zarzamora,0.5,0.0,0.0,0.0,0.0,0.0,0.0,
609,2001,6,Colima,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,38522.0,38497.0,0.0,919641.39,23.89,177.02,162795346.63,
610,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5080000,Ajonjolí,1431.0,1431.0,0.0,845.42,0.59,5557.74,4698624.55,
611,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5410000,Arroz palay,30.0,30.0,0.0,165.0,5.5,1500.0,247500.0,
612,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,15.0,15.0,0.0,36.0,2.4,3500.0,126000.0,
613,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,12.0,12.0,0.0,132.0,11.0,2000.0,264000.0,
614,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,34.25,34.25,0.0,542.0,15.82,4408.67,2389500.0,
615,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,38.5,38.5,0.0,193.0,5.01,5139.9,992000.94,
616,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),89.0,89.0,0.0,1642.5,18.46,2458.6,4038251.82,
617,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,1522.25,1522.25,0.0,1033.9,0.68,4204.12,4346643.52,
618,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,13354.03,13309.03,45.0,44644.41,3.35,1533.17,68447514.6,
619,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,113.0,113.0,0.0,1682.0,14.88,4879.9,8208000.0,
620,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,102.0,102.0,0.0,1515.0,14.85,4000.0,6060000.0,
621,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,116.75,112.75,4.0,2439.5,21.64,1453.73,3546363.6,
622,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8810000,Sorgo grano,589.0,589.0,0.0,2025.65,3.44,957.35,1939249.29,
623,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8870000,Tabaco,793.0,793.0,0.0,1648.5,2.08,15662.87,25820241.2,
624,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),286.75,286.75,0.0,8108.5,28.28,3243.03,26296118.54,
625,2001,7,Chiapas,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,3.0,3.0,0.0,27.0,9.0,3000.0,81000.0,
626,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5080000,Ajonjolí,5034.0,5034.0,0.0,3024.6,0.6,6077.33,18381492.32,
627,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,695.0,695.0,0.0,317.41,0.46,5324.65,1690097.16,
628,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6120000,Chile verde,2709.0,2709.0,0.0,11571.2,4.27,3963.1,45857879.5,
629,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,44325.85,44124.35,201.5,25263.59,0.57,5717.27,144438858.29,
630,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6900000,Garbanzo grano,20.0,20.0,0.0,24.0,1.2,6000.0,144000.0,
631,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,96804.15,96751.15,53.0,117421.5,1.21,1711.82,201005055.23,
632,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7670000,Melón,85.0,85.0,0.0,810.0,9.53,1337.04,1082999.4,
633,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8710000,Sandía,959.0,959.0,0.0,13092.9,13.65,1166.64,15274637.51,
634,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8810000,Sorgo grano,2950.0,2950.0,0.0,9861.5,3.34,1487.42,14668144.04,
635,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8870000,Tabaco,525.0,525.0,0.0,836.5,1.59,16000.0,13384000.0,
636,2001,7,Chiapas,1,Otoño-Invierno,2,Temporal,200201,Tonelada,9050000,Trigo grano,426.0,100.0,326.0,60.0,0.6,1500.0,90000.0,
637,2001,7,Chiapas,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,1150.0,1150.0,0.0,3519.5,3.06,1793.03,6310569.09,
638,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5080000,Ajonjolí,3079.75,2891.25,188.5,2336.41,0.81,5388.37,12589441.55,
639,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5410000,Arroz palay,817.75,817.75,0.0,1616.37,1.98,2070.41,3346555.0,
640,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,9344.75,9259.75,85.0,13991.82,1.51,2942.22,41167071.04,
641,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,1200.0,1200.0,0.0,548.0,0.46,4835.76,2649996.48,
642,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,10.0,10.0,0.0,100.0,10.0,2100.0,210000.0,
643,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),506.0,506.0,0.0,9777.2,19.32,1183.65,11572782.78,
644,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,80505.75,78710.75,1795.0,44996.03,0.57,6286.31,282859067.33,
645,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,827600.43,819580.93,8019.5,1588544.16,1.94,1415.06,2247884696.13,
646,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,1421.0,1398.5,22.5,17218.85,12.31,2748.13,47319565.7,
647,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8710000,Sandía,192.0,192.0,0.0,3326.0,17.32,906.67,3015600.0,
648,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,9892.0,9892.0,0.0,28675.05,2.9,1122.8,32196331.47,
649,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8830000,Soya,11978.0,11950.5,27.5,27500.08,2.3,1600.17,44004803.01,
650,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),384.0,324.0,60.0,11181.33,34.51,5108.45,57119310.0,
651,2001,7,Chiapas,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,112.0,112.0,0.0,151.25,1.35,1500.0,226875.0,
652,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,5700000,Cacao,1996.4,1996.4,0.0,1446.46,0.72,10000.0,14464600.0,
653,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,20257.0,20057.0,0.0,1816937.2,90.59,270.3,491125313.36,
654,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,74.0,0.0,0.0,0.0,0.0,0.0,0.0,
655,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
656,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,7560000,Mango,3353.0,3353.0,0.0,40205.0,11.99,2496.53,100373000.0,
657,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,7610000,Marañón,234.0,0.0,0.0,0.0,0.0,0.0,0.0,
658,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,46.0,46.0,0.0,370.0,8.04,1354.05,501000.0,
659,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,8030000,Palma africana o de aceite,1011.0,890.0,0.0,19740.2,22.18,500.0,9870100.0,
660,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,8130000,Papaya,669.0,666.0,0.0,67004.46,100.61,2019.59,135321420.0,
661,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,8290000,Piña,30.75,30.75,0.0,3162.64,102.85,1600.0,5060224.0,
662,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,8390000,Plátano,10742.27,10742.27,0.0,521764.65,48.57,1934.82,1009520680.11,
663,2001,7,Chiapas,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,68.0,0.0,0.0,0.0,0.0,0.0,0.0,
664,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,417.5,417.5,0.0,2584.95,6.19,4441.17,11480199.73,
665,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,5700000,Cacao,20640.5,20580.5,0.0,11240.39,0.55,9102.89,102319993.56,
666,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,241029.0,237117.25,0.0,515276.34,2.17,2220.32,1144079924.16,
667,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,5820000,Caña de azúcar,7239.3,7239.3,0.0,525272.7,72.56,233.23,122509351.82,
668,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,1282.0,1282.0,0.0,8499.4,6.63,2051.91,17440000.47,
669,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,6400000,Copra,891.0,891.0,0.0,1106.75,1.24,1200.0,1328100.0,
670,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,997.0,997.0,0.0,3802.1,3.81,3119.2,11859512.11,
671,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,123.5,123.5,0.0,625.15,5.06,1500.32,937925.0,
672,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7190000,Hule hevea,278.0,58.0,0.0,72.1,1.24,2500.0,180250.0,
673,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7380000,Lima,4.0,4.0,0.0,12.0,3.0,1700.0,20400.0,
674,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,454.0,443.0,0.0,2950.38,6.66,1889.45,5574587.27,
675,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7440000,Macadamia,345.0,345.0,0.0,14.23,0.04,8000.0,113840.0,
676,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7540000,Mamey,593.0,137.0,0.0,795.0,5.8,1104.4,877998.0,
677,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7550000,Mandarina,65.0,65.0,0.0,419.0,6.45,767.57,321611.83,
678,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7560000,Mango,14303.0,14301.0,0.0,134853.1,9.43,2332.27,314514339.31,
679,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,1668.0,1668.0,0.0,4383.4,2.63,6973.98,30569755.42,
680,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7610000,Marañón,2222.0,1254.0,0.0,561.55,0.45,4186.7,2351041.38,
681,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,2426.0,2366.0,0.0,21227.05,8.97,1093.75,23217040.88,
682,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8030000,Palma africana o de aceite,12971.0,5994.0,0.0,115955.89,19.35,500.0,57977945.0,
683,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8130000,Papaya,1503.0,1456.0,0.0,106584.25,73.2,1993.72,212498740.0,
684,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8250000,Perón,150.0,150.0,0.0,760.5,5.07,2187.38,1663502.49,
685,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8280000,Pimienta,435.0,435.0,0.0,169.65,0.39,18000.0,3053700.0,
686,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8290000,Piña,45.0,45.0,0.0,3239.55,71.99,2500.0,8098875.0,
687,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,13103.0,13103.0,0.0,264460.69,20.18,1594.47,421673744.68,
688,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,42.0,42.0,0.0,71.8,1.71,1159.33,83240.0,
689,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,8930000,Tejocote,85.0,85.0,0.0,310.6,3.65,2719.1,844551.16,
690,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,9000000,Toronja (pomelo),3.0,3.0,0.0,12.0,4.0,1400.0,16800.0,
691,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,9290000,Zapote,206.0,191.0,0.0,531.4,2.78,1914.66,1017450.0,
692,2001,7,Chiapas,3,Perennes,2,Temporal,200201,Tonelada,9310000,Zarzamora,2.0,2.0,0.0,1.4,0.7,6000.0,8400.0,
693,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,8.0,8.0,0.0,64.0,8.0,3500.0,224000.0,
694,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,52.0,52.0,0.0,373.5,7.18,7943.78,2967000.0,
695,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5480000,Avena forrajera achicalada,11281.25,11131.25,150.0,58715.36,5.27,1023.01,60066160.24,
696,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5510000,Avena grano,5400.0,5400.0,0.0,14591.75,2.7,2242.37,32720100.0,
697,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5520000,Semilla de avena grano,308.0,308.0,0.0,1195.6,3.88,3012.65,3601920.0,
698,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,2.0,2.0,0.0,20.0,10.0,6000.0,120000.0,
699,2001,8,Chihuahua,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,30.0,30.0,0.0,109.0,3.63,345.69,37680.0,
