,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion,Unnamed: 18
2068,2001,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9120000,Tuna,3.0,3.0,0.0,54.0,18.0,3000.0,162000.0,
2069,2001,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,36.0,23.0,0.0,104.0,4.52,2988.46,310799.68,
2070,2001,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9310000,Zarzamora,858.9,857.9,0.0,10773.21,12.56,11904.43,128248965.52,
2071,2001,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,8295.67,8295.62,0.0,297418.53,35.85,356.92,106154582.91,
2072,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,5050000,Agave,134.3,0.0,0.0,0.0,0.0,0.0,0.0,
2073,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,37106.88,37052.38,0.0,330058.82,8.91,5515.34,1820387194.28,
2074,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,5170000,Alfalfa verde,40.0,40.0,0.0,650.0,16.25,483.69,314400.0,
2075,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6020000,Chabacano,3.0,3.0,0.0,12.0,4.0,4100.0,49200.0,
2076,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6160000,Chirimoya,20.0,20.0,0.0,84.0,4.2,3650.0,306600.0,
2077,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,3770.0,3770.0,0.0,19253.0,5.11,3919.84,75468633.84,
2078,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6400000,Copra,4806.0,4806.0,0.0,4255.01,0.89,2234.64,9508402.88,
2079,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,2730.5,2730.5,0.0,17046.5,6.24,4907.17,83650100.06,
2080,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,83.5,83.5,0.0,805.0,9.64,3055.9,2460000.0,
2081,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,1.0,1.0,0.0,2.0,2.0,1000.0,2000.0,
2082,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7440000,Macadamia,15.0,15.0,0.0,22.5,1.5,8000.0,180000.0,
2083,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7560000,Mango,726.0,711.0,0.0,3285.0,4.62,1813.71,5958041.2,
2084,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,132.0,122.0,0.0,861.0,7.06,4179.21,3598295.81,
2085,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7690000,Membrillo,225.0,225.0,0.0,1577.0,7.01,1917.05,3023187.85,
2086,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,1.0,1.0,0.0,2.0,2.0,5000.0,10000.0,
2087,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7920000,Nopalitos,46.5,46.5,0.0,693.0,14.9,1633.33,1131900.0,
2088,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7960000,Nuez,3.0,3.0,0.0,15.0,5.0,5500.0,82500.0,
2089,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8230000,Pera,1274.0,1274.0,0.0,11362.5,8.92,1463.53,16629329.67,
2090,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8350000,Pitaya,25.0,25.0,0.0,137.5,5.5,7000.0,962500.0,
2091,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,11.0,11.0,0.0,150.0,13.64,1600.0,240000.0,
2092,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,9310000,Zarzamora,19.35,19.35,0.0,125.2,6.47,8448.72,1057779.76,
2093,2001,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,55050.0,55003.0,0.0,369741.4,6.72,267.86,99038465.06,
2094,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,4.0,4.0,0.0,25.5,6.38,2000.0,51000.0,
2095,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5110000,Albahaca,37.0,37.0,0.0,210.0,5.68,2293.57,481649.7,
2096,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5570000,Bangaña,3.0,3.0,0.0,24.0,8.0,1500.0,36000.0,
2097,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5610000,Berenjena,19.0,19.0,0.0,358.0,18.84,2500.0,895000.0,
2098,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,3.0,3.0,0.0,36.0,12.0,1500.0,54000.0,
2099,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,61.0,61.0,0.0,94.6,1.55,6936.57,656199.52,
2100,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,1652.0,1652.0,0.0,23160.5,14.02,3891.68,90133254.64,
2101,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,2964.0,2964.0,0.0,56109.0,18.93,2922.67,163988018.16,
2102,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,1.0,1.0,0.0,5.0,5.0,3000.0,15000.0,
2103,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,29.0,29.0,0.0,343.0,11.83,4530.02,1553796.86,
2104,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,66.0,66.0,0.0,351.0,5.32,1718.51,603197.01,
2105,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,2.0,2.0,0.0,16.0,8.0,3000.0,48000.0,
2106,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6440000,Crisantemo,42.0,42.0,0.0,309.5,7.37,3024.87,936197.27,
2107,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,2243.0,2243.0,0.0,19939.0,8.89,3739.13,74554513.07,
2108,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6630000,Epazote,4.0,4.0,0.0,14.0,3.5,2000.0,28000.0,
2109,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6660000,Especias y medicinales,10.0,10.0,0.0,15.0,1.5,4333.33,64999.95,
2110,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6820000,Fresa,37.0,37.0,0.0,222.0,6.0,3000.0,666000.0,
2111,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,1048.0,1048.0,0.0,1577.12,1.5,10192.88,16075394.91,
2112,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6970000,Girasol ornamental,21.0,21.0,0.0,145.5,6.93,7314.43,1064249.56,
2113,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6980000,Gladiola,269.0,269.0,0.0,2807.5,10.44,4939.25,13866944.38,
2114,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,41.0,41.0,0.0,1261.0,30.76,1847.42,2329596.62,
2115,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,2.0,2.0,0.0,20.0,10.0,2500.0,50000.0,
2116,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,5509.0,5509.0,0.0,12173.31,2.21,2000.81,24356480.38,
2117,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,10.0,10.0,0.0,120.0,12.0,2683.33,321999.6,
2118,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7860000,Nardo,52.0,52.0,0.0,623.5,11.99,5886.28,3670095.58,
2119,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),216.0,216.0,0.0,2738.0,12.68,2827.24,7740983.12,
2120,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8120000,Pápalo,97.0,97.0,0.0,444.0,4.58,1921.5,853146.0,
2121,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,623.0,623.0,0.0,10427.8,16.74,2440.97,25453946.97,
2122,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8400000,Polar,40.0,40.0,0.0,296.64,7.42,5519.35,1637259.98,
2123,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,43.0,43.0,0.0,289.1,6.72,3467.31,1002399.32,
2124,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,11.0,11.0,0.0,141.0,12.82,2000.0,282000.0,
2125,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,35.0,35.0,0.0,1460.0,41.71,820.0,1197200.0,
2126,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8810000,Sorgo grano,2.0,2.0,0.0,8.0,4.0,1100.0,8800.0,
2127,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8940000,Terciopelo,1.0,1.0,0.0,10.0,10.0,2500.0,25000.0,
2128,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),196.0,196.0,0.0,3729.5,19.03,4400.91,16413193.84,
2129,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,518.0,518.0,0.0,7013.0,13.54,4004.66,28084680.58,
2130,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9170000,Verdolaga,114.0,114.0,0.0,624.0,5.47,2825.15,1762893.6,
2131,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,122.0,122.0,0.0,1218.0,9.98,1596.88,1944999.84,
2132,2001,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9320000,Zempoalxochitl,2.0,2.0,0.0,22.0,11.0,2500.0,55000.0,
2133,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,16.0,16.0,0.0,137.0,8.56,2581.75,353699.75,
2134,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5410000,Arroz palay,2734.0,2734.0,0.0,25097.48,9.18,2283.93,57320887.5,
2135,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5610000,Berenjena,8.0,8.0,0.0,120.6,15.08,2479.6,299039.76,
2136,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,663.0,663.0,0.0,1318.2,1.99,5973.37,7874096.33,
2137,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,399.0,399.0,0.0,6333.0,15.87,4318.88,27351467.04,
2138,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,3.0,3.0,0.0,45.0,15.0,4000.0,180000.0,
2139,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,1626.0,1626.0,0.0,46986.0,28.9,2039.62,95833614.62,
2140,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,52.0,52.0,0.0,558.0,10.73,6729.21,3754899.18,
2141,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,44.0,44.0,0.0,352.0,8.0,2522.72,887997.44,
2142,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6440000,Crisantemo,8.0,8.0,0.0,72.0,9.0,6047.0,435384.0,
2143,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,1283.0,1283.0,0.0,12540.0,9.77,4908.77,61555975.8,
2144,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6630000,Epazote,2.0,2.0,0.0,36.0,18.0,3000.0,108000.0,
2145,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6660000,Especias y medicinales,16.0,16.0,0.0,31.0,1.94,2600.0,80600.0,
2146,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6680000,Estropajo,1.0,1.0,0.0,6.0,6.0,3500.0,21000.0,
2147,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6820000,Fresa,1.0,1.0,0.0,2.5,2.5,3500.0,8750.0,
2148,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,934.0,934.0,0.0,1829.7,1.96,11698.0,21403830.6,
2149,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6970000,Girasol ornamental,29.0,29.0,0.0,203.0,7.0,6476.0,1314628.0,
2150,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6980000,Gladiola,91.0,91.0,0.0,801.0,8.8,7397.62,5925493.62,
2151,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,11.0,11.0,0.0,11.4,1.04,16000.0,182400.0,
2152,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,742.0,742.0,0.0,25127.0,33.86,3339.66,83915636.82,
2153,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7250000,Semilla de jícama,11.0,11.0,0.0,16.5,1.5,30000.0,495000.0,
2154,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,6516.0,6516.0,0.0,19187.5,2.94,2000.0,38375000.0,
2155,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,4.0,4.0,0.0,56.0,14.0,2000.0,112000.0,
2156,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7860000,Nardo,130.0,130.0,0.0,1560.0,12.0,7131.53,11125186.8,
2157,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),36.0,36.0,0.0,610.0,16.94,2372.45,1447194.5,
2158,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8120000,Pápalo,78.0,78.0,0.0,771.2,9.89,2945.59,2271639.01,
2159,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,706.6,706.6,0.0,18434.1,26.09,3047.14,56171283.47,
2160,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8400000,Polar,10.0,10.0,0.0,98.0,9.8,6673.46,653999.08,
2161,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,13.0,13.0,0.0,164.0,12.62,1500.0,246000.0,
2162,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,9.0,9.0,0.0,216.0,24.0,2742.59,592399.44,
2163,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,8.0,8.0,0.0,280.0,35.0,750.0,210000.0,
2164,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,1338.0,1338.0,0.0,7896.75,5.9,1091.51,8619381.59,
2165,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8940000,Terciopelo,13.0,13.0,0.0,156.0,12.0,3000.0,468000.0,
2166,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),331.8,331.8,0.0,9694.4,29.22,7517.66,72879203.1,
2167,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,296.0,296.0,0.0,4304.0,14.54,3209.45,13813472.8,
2168,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9170000,Verdolaga,24.0,24.0,0.0,318.0,13.25,2688.67,854997.06,
2169,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,49.0,49.0,0.0,572.0,11.67,1351.74,773195.28,
2170,2001,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9320000,Zempoalxochitl,5.0,5.0,0.0,50.0,10.0,2500.0,125000.0,
2171,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5030000,Agapando,20.0,20.0,0.0,120.0,6.0,3600.0,432000.0,
2172,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5080000,Ajonjolí,11.0,11.0,0.0,12.1,1.1,6200.0,75020.0,
2173,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5340000,Amaranto,486.0,486.0,0.0,437.4,0.9,21051.44,9207899.86,
2174,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,2085.0,2085.0,0.0,30753.73,14.75,1450.0,44592908.5,
2175,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5610000,Berenjena,4.0,4.0,0.0,104.0,26.0,1200.0,124800.0,
2176,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,1785.5,1785.5,0.0,3036.04,1.7,6208.12,18848100.64,
2177,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5740000,Calabacita,144.04,142.04,2.0,2440.63,17.18,2838.83,6928533.66,
2178,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,49.0,49.0,0.0,441.0,9.0,1850.0,815850.0,
2179,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5940000,Cebolla,104.5,104.5,0.0,898.75,8.6,3459.94,3109625.0,
2180,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6050000,Chayote,2.94,2.94,0.0,41.16,14.0,1800.0,74088.0,
2181,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,8.0,8.0,0.0,42.0,5.25,3985.71,167399.82,
2182,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6090000,Chilacayote,54.0,54.0,0.0,824.0,15.26,1900.0,1565600.0,
2183,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6120000,Chile verde,56.3,56.3,0.0,503.7,8.95,5677.66,2859837.34,
2184,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),2.9,2.9,0.0,17.4,6.0,4100.0,71340.0,
2185,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),430.0,430.0,0.0,2644.5,6.15,1600.0,4231200.0,
2186,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2145.75,2145.75,0.0,2880.52,1.34,11000.0,31685720.0,
2187,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6970000,Girasol ornamental,4.0,4.0,0.0,34.0,8.5,4200.0,142800.0,
2188,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6980000,Gladiola,67.0,67.0,0.0,1402.0,20.93,7052.92,9888193.84,
2189,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,183.4,183.4,0.0,1100.4,6.0,3094.87,3405594.95,
2190,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,13.0,13.0,0.0,13.0,1.0,14000.0,182000.0,
2191,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,30.0,30.0,0.0,600.0,20.0,2000.0,1200000.0,
2192,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,31152.31,31052.31,100.0,91353.24,2.94,2208.68,201770074.12,
2193,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7590000,Manzanilla,40.0,40.0,0.0,140.0,3.5,4600.0,644000.0,
2194,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,359.0,359.0,0.0,7180.0,20.0,2189.13,15717953.4,
2195,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8210000,Pepino,225.96,224.96,1.0,3078.94,13.69,4779.99,14717302.41,
2196,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8710000,Sandía,43.0,43.0,0.0,1337.1,31.1,1976.0,2642109.6,
2197,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,4.0,4.0,0.0,160.0,40.0,900.0,144000.0,
2198,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,34488.68,34488.68,0.0,176347.38,5.11,1044.61,184214236.62,
2199,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8940000,Terciopelo,10.0,10.0,0.0,100.0,10.0,3000.0,300000.0,
2200,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),2496.74,2346.74,150.0,46174.8,19.68,5800.0,267813840.0,
2201,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8980000,Tomate verde,1512.32,1512.32,0.0,25783.44,17.05,5500.0,141808920.0,
2202,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,870.0,870.0,0.0,2610.0,3.0,1385.0,3614850.0,
2203,2001,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,9212000,Yuca alimenticia,2.0,2.0,0.0,30.0,15.0,1500.0,45000.0,
2204,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,26.0,26.0,0.0,288.0,11.08,4968.0,1430784.0,
2205,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa verde,158.0,158.0,0.0,6137.0,38.84,1472.17,9034707.29,
2206,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5710000,Café cereza,67.0,67.0,0.0,444.5,6.63,2500.0,1111250.0,
2207,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5730000,Caimito,3.0,3.0,0.0,21.0,7.0,4000.0,84000.0,
2208,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,15470.0,14486.0,0.0,1590910.0,109.82,294.57,468634358.7,
2209,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5821000,Caña de azúcar fruta,40.0,40.0,0.0,3346.2,83.66,502.21,1680495.1,
2210,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,17.0,17.0,0.0,136.0,8.0,2009.52,273294.72,
2211,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6300000,Coco fruta,1.0,1.0,0.0,10.0,10.0,1500.0,15000.0,
2212,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,2.0,2.0,0.0,15.0,7.5,3500.0,52500.0,
2213,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,28.0,28.0,0.0,239.5,8.55,2386.0,571447.0,
2214,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,9.0,9.0,0.0,46.0,5.11,7239.13,332999.98,
2215,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7360000,Leucaena,149.0,149.0,0.0,2159.0,14.49,1566.32,3381684.88,
2216,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,298.0,298.0,0.0,5651.0,18.96,2992.56,16910956.56,
2217,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,1.0,1.0,0.0,7.0,7.0,3712.0,25984.0,
2218,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,20.0,20.0,0.0,283.0,14.15,5600.0,1584800.0,
2219,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7550000,Mandarina,2.0,2.0,0.0,30.0,15.0,1500.0,45000.0,
2220,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7560000,Mango,568.0,568.0,0.0,7274.7,12.81,1908.53,13883983.19,
2221,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,10.0,10.0,0.0,90.0,9.0,3000.0,270000.0,
2222,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,27.0,27.0,0.0,339.0,12.56,3000.0,1017000.0,
2223,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,15.0,15.0,0.0,195.5,13.03,2000.0,391000.0,
2224,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,1.0,1.0,0.0,35.0,35.0,1200.0,42000.0,
2225,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,17.0,17.0,0.0,60.1,3.54,8500.0,510850.0,
2226,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8130000,Papaya,33.0,33.0,0.0,1040.0,31.52,3484.81,3624202.4,
2227,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8390000,Plátano,32.0,32.0,0.0,621.0,19.41,2095.33,1301199.93,
2228,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8600000,Rosa,362.0,362.0,0.0,4545.5,12.56,7200.0,32727600.0,
2229,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,30.0,30.0,0.0,329.0,10.97,3019.15,993300.35,
2230,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8920000,Té limón,26.0,26.0,0.0,94.0,3.62,1929.79,181400.26,
2231,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,31.0,31.0,0.0,453.0,14.61,3000.0,1359000.0,
2232,2001,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,32.0,32.0,0.0,800.0,25.0,580.0,464000.0,
2233,2001,17,Morelos,3,Perennes,1,Riego,200206,Planta,7900000,Nochebuena,5.0,5.0,0.0,210000.0,42000.0,18.0,3780000.0,
2234,2001,17,Morelos,3,Perennes,1,Riego,200206,Planta,9180000,Viveros,184.0,184.0,0.0,5420000.0,29456.52,10.0,54200000.0,
2235,2001,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2348.0,2348.0,0.0,23534.6,10.02,6000.0,141207600.0,
2236,2001,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,155.0,155.0,0.0,1560.0,10.06,3145.57,4907089.2,
2237,2001,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,839.0,839.0,0.0,9379.2,11.18,7493.43,70282378.66,
2238,2001,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,43.0,43.0,0.0,494.5,11.5,4200.0,2076900.0,
