,Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
0,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,1576.0,1576.0,0.0,12540.0,7.96,3645.73,45717504.0
1,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,3026.0,2999.0,27.0,74407.0,24.81,84.53,6289326.0
2,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,182.0,182.0,0.0,1469.0,8.07,1636.35,2403800.0
3,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,41.0,13.0,28.0,113.0,8.69,900.0,101700.0
4,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,18.0,8.0,10.0,120.0,15.0,70.0,8400.0
5,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,60.0,60.0,0.0,150.0,2.5,700.0,105000.0
6,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,63.0,63.0,0.0,869.0,13.79,617.12,536277.0
7,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,21.0,18.0,3.0,68.0,3.78,1754.41,119300.0
8,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,8.0,8.0,0.0,46.0,5.75,965.22,44400.0
9,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),129.0,129.0,0.0,5145.0,39.88,278.87,1434779.0
10,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,129.0,129.0,0.0,1543.0,11.96,1034.09,1595601.0
11,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6540000,Ebo (janamargo o veza),7.0,7.0,0.0,19.0,2.71,80.0,1520.0
12,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,60.0,60.0,0.0,780.0,13.0,1200.0,936000.0
13,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,150.0,134.0,16.0,1857.0,13.86,464.3,862200.0
14,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,14.0,4.0,10.0,77.0,19.25,600.0,46200.0
15,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.0,4.0,0.0,16.0,4.0,450.0,7200.0
16,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,3.0,3.0,0.0,9.0,3.0,566.67,5100.0
17,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,72.0,72.0,0.0,1103.0,15.32,721.0,795263.0
18,1992,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1240.0,1240.0,0.0,55494.0,44.75,84.64,4697234.0
19,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,202.0,202.0,0.0,5283.0,26.15,167.51,884976.0
20,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,1.0,1.0,0.0,14.0,14.0,500.0,7000.0
21,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,318.0,318.0,0.0,2865.0,9.01,957.77,2744000.0
22,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,90.0,89.0,1.0,1312.0,14.74,625.85,821117.0
23,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,10.0,10.0,0.0,160.0,16.0,500.0,80000.0
24,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,145.0,144.0,1.0,2525.0,17.53,598.34,1510821.0
25,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,49.0,49.0,0.0,245.0,5.0,1633.88,400300.0
26,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,2363.0,2315.0,48.0,15263.0,6.59,1295.67,19775759.0
27,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,6.0,6.0,0.0,31.0,5.17,885.71,27457.0
28,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),96.0,95.0,1.0,4551.0,47.91,316.54,1440555.0
29,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,242.0,240.0,2.0,2512.0,10.47,1141.57,2867619.0
30,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,127.0,127.0,0.0,887.0,6.98,955.07,847150.0
31,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,362.0,318.0,44.0,4722.0,14.85,480.09,2266999.0
32,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,2826.0,2725.0,101.0,4173.0,1.53,2503.22,10445950.0
33,1992,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,93.0,92.0,1.0,1260.0,13.7,460.29,579965.0
